Customer_ID,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value
1287,Female,Urban,Bachelor,5K-10K,2537,More than 1,Gold,91608
1288,Female,Urban,Bachelor,More than 10K,5931,1,Platinum,47244
1289,Male,Rural,Bachelor,More than 10K,0,More than 1,Platinum,71820
1290,Female,Urban,Bachelor,5K-10K,6649,More than 1,Platinum,56364
1291,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,75600
1292,Female,Rural,High School,5K-10K,0,More than 1,Gold,74904
1293,Female,Rural,Bachelor,2K-5K,6617,More than 1,Silver,73680
1294,Male,Urban,Bachelor,5K-10K,4384,More than 1,Platinum,67368
1295,Male,Urban,High School,5K-10K,6445,More than 1,Gold,46128
1296,Male,Urban,High School,5K-10K,2627,1,Silver,44976
1297,Female,Urban,High School,5K-10K,3617,More than 1,Platinum,110136
1298,Female,Rural,High School,5K-10K,6636,More than 1,Silver,69072
1299,Male,Urban,High School,5K-10K,5598,More than 1,Platinum,58944
1300,Female,Rural,Bachelor,5K-10K,2105,More than 1,Platinum,108372
1301,Female,Rural,High School,5K-10K,0,More than 1,Platinum,67884
1302,Female,Urban,High School,2K-5K,5945,1,Platinum,66804
1303,Female,Rural,High School,5K-10K,0,More than 1,Platinum,222972
1304,Male,Urban,High School,2K-5K,3730,More than 1,Platinum,275232
1305,Female,Urban,High School,More than 10K,6286,1,Platinum,46716
1306,Male,Urban,High School,5K-10K,5782,More than 1,Silver,124944
1307,Female,Rural,High School,5K-10K,0,1,Platinum,52416
1308,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,65052
1309,Male,Urban,Bachelor,5K-10K,7020,More than 1,Platinum,67308
1310,Female,Urban,High School,2K-5K,4249,1,Platinum,30312
1311,Female,Urban,High School,5K-10K,6544,More than 1,Gold,56448
1312,Male,Urban,High School,5K-10K,3721,1,Platinum,64308
1313,Female,Urban,Bachelor,5K-10K,3691,1,Platinum,98784
1314,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,66792
1315,Male,Urban,High School,5K-10K,6090,More than 1,Gold,67092
1316,Male,Rural,High School,5K-10K,2228,1,Platinum,61152
1317,Male,Urban,Bachelor,5K-10K,3990,More than 1,Silver,63156
1318,Male,Urban,Bachelor,5K-10K,2991,More than 1,Silver,72012
1319,Male,Urban,High School,More than 10K,6536,More than 1,Platinum,67368
1320,Male,Urban,Bachelor,5K-10K,3534,More than 1,Platinum,73008
1321,Male,Urban,High School,2K-5K,4109,1,Platinum,33492
1322,Female,Urban,High School,5K-10K,6508,1,Silver,31476
1323,Female,Urban,High School,5K-10K,3790,More than 1,Platinum,67956
1324,Male,Urban,Bachelor,5K-10K,8468,1,Platinum,33660
1325,Female,Rural,High School,5K-10K,0,1,Platinum,34248
1326,Male,Urban,High School,2K-5K,9729,More than 1,Platinum,174516
1327,Female,Urban,Bachelor,5K-10K,0,1,Platinum,31896
1328,Male,Urban,Bachelor,5K-10K,0,1,Gold,32220
1329,Female,Rural,High School,5K-10K,0,1,Silver,35616
1330,Male,Urban,Bachelor,5K-10K,5008,More than 1,Platinum,194088
1331,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,67416
1332,Male,Rural,High School,5K-10K,4005,More than 1,Platinum,97716
1333,Female,Urban,High School,<=2K,3949,More than 1,Platinum,108444
1334,Male,Urban,Bachelor,2K-5K,5822,1,Platinum,31404
1335,Female,Urban,High School,5K-10K,2376,More than 1,Platinum,49992
1336,Male,Rural,Bachelor,2K-5K,7261,1,Gold,32868
1337,Female,Urban,High School,2K-5K,13274,More than 1,Platinum,76176
1338,Female,Urban,Bachelor,5K-10K,5793,More than 1,Platinum,337320
1339,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,118752
1340,Female,Urban,High School,5K-10K,5626,More than 1,Platinum,110496
1341,Male,Urban,Bachelor,2K-5K,11839,More than 1,Silver,64308
1342,Male,Urban,High School,2K-5K,3791,More than 1,Silver,61200
1343,Male,Urban,Bachelor,<=2K,7491,More than 1,Platinum,67848
1344,Male,Rural,High School,More than 10K,3158,1,Platinum,34572
1345,Male,Urban,High School,2K-5K,2921,1,Gold,273756
1346,Male,Urban,Bachelor,5K-10K,3681,1,Platinum,29364
1347,Female,Rural,Bachelor,5K-10K,10046,More than 1,Gold,190044
1348,Female,Urban,High School,5K-10K,4717,More than 1,Platinum,96792
1349,Female,Urban,High School,5K-10K,3625,1,Platinum,41520
1350,Male,Urban,High School,5K-10K,5242,More than 1,Platinum,45468
1351,Male,Urban,High School,5K-10K,10866,More than 1,Platinum,92832
1352,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,104280
1353,Male,Urban,Bachelor,5K-10K,14321,More than 1,Platinum,108180
1354,Male,Urban,Bachelor,5K-10K,3164,More than 1,Silver,64392
1355,Female,Rural,Bachelor,5K-10K,0,1,Platinum,51432
1356,Female,Urban,Bachelor,<=2K,3916,More than 1,Platinum,310980
1357,Female,Urban,Bachelor,<=2K,5624,More than 1,Silver,67716
1358,Female,Rural,High School,More than 10K,0,1,Silver,66192
1359,Female,Urban,High School,2K-5K,5719,More than 1,Platinum,111408
1360,Female,Urban,Bachelor,5K-10K,7455,More than 1,Platinum,95232
1361,Male,Rural,Bachelor,5K-10K,0,1,Platinum,31632
1362,Female,Urban,High School,2K-5K,5436,More than 1,Silver,63276
1363,Female,Rural,Bachelor,2K-5K,0,1,Platinum,28368
1364,Female,Urban,Bachelor,More than 10K,9452,More than 1,Platinum,98832
1365,Female,Urban,High School,5K-10K,9713,More than 1,Platinum,223812
1366,Female,Urban,High School,5K-10K,4104,1,Silver,71136
1367,Male,Urban,Bachelor,2K-5K,22304,More than 1,Platinum,174420
1368,Male,Urban,Bachelor,5K-10K,3083,More than 1,Platinum,59604
1369,Male,Rural,Bachelor,5K-10K,6195,More than 1,Platinum,538860
1370,Male,Urban,Bachelor,5K-10K,0,1,Silver,33480
1371,Male,Urban,Bachelor,5K-10K,2972,More than 1,Platinum,62412
1372,Male,Urban,Bachelor,More than 10K,4287,More than 1,Gold,166536
1373,Male,Urban,High School,2K-5K,5285,More than 1,Platinum,163944
1374,Male,Urban,High School,5K-10K,6896,More than 1,Platinum,65580
1375,Male,Rural,High School,More than 10K,6425,More than 1,Gold,60300
1376,Female,Urban,Bachelor,2K-5K,3831,More than 1,Platinum,105120
1377,Female,Urban,Bachelor,5K-10K,4723,More than 1,Platinum,135180
1378,Male,Urban,High School,5K-10K,5729,More than 1,Gold,386028
1379,Male,Rural,Bachelor,5K-10K,2123,1,Platinum,59100
1380,Male,Urban,High School,5K-10K,5097,1,Gold,28560
1381,Female,Urban,High School,5K-10K,10407,More than 1,Platinum,51984
1382,Male,Urban,High School,5K-10K,8442,1,Gold,106344
1383,Male,Urban,Bachelor,More than 10K,3244,More than 1,Platinum,34380
1384,Male,Urban,High School,5K-10K,8606,More than 1,Platinum,111636
1385,Female,Urban,High School,5K-10K,3896,More than 1,Gold,63384
1386,Male,Urban,Bachelor,5K-10K,3652,More than 1,Gold,109548
1387,Female,Urban,High School,5K-10K,8558,More than 1,Platinum,114924
1388,Female,Urban,High School,5K-10K,3841,More than 1,Silver,66864
1389,Female,Urban,Bachelor,2K-5K,0,More than 1,Gold,65028
1390,Female,Urban,Bachelor,5K-10K,0,1,Platinum,64956
1391,Male,Rural,Bachelor,5K-10K,5548,More than 1,Platinum,48576
1392,Female,Urban,Bachelor,5K-10K,5879,More than 1,Platinum,120060
1393,Male,Urban,Bachelor,5K-10K,7902,More than 1,Platinum,110316
1394,Female,Urban,High School,5K-10K,7614,More than 1,Gold,290508
1395,Male,Rural,Others,5K-10K,0,More than 1,Platinum,95496
1396,Male,Rural,Bachelor,5K-10K,4402,1,Platinum,33912
1397,Male,Urban,Bachelor,5K-10K,2708,More than 1,Silver,63156
1398,Male,Urban,Bachelor,5K-10K,7183,More than 1,Platinum,98616
1399,Female,Rural,High School,5K-10K,6563,More than 1,Platinum,315468
1400,Male,Urban,Bachelor,5K-10K,2609,More than 1,Platinum,63648
1401,Female,Urban,High School,5K-10K,5888,More than 1,Gold,124152
1402,Female,Rural,Bachelor,5K-10K,2171,More than 1,Platinum,106872
1403,Male,Rural,Bachelor,5K-10K,0,1,Silver,31260
1404,Male,Urban,Bachelor,5K-10K,8565,More than 1,Platinum,326100
1405,Male,Urban,Bachelor,More than 10K,6284,More than 1,Platinum,75972
1406,Male,Urban,High School,5K-10K,6250,More than 1,Platinum,70044
1407,Female,Urban,Bachelor,More than 10K,5372,1,Gold,81132
1408,Female,Urban,High School,More than 10K,3063,More than 1,Platinum,101664
1409,Male,Urban,High School,5K-10K,3459,1,Platinum,35700
1410,Female,Urban,Bachelor,5K-10K,6386,More than 1,Platinum,72480
1411,Male,Urban,High School,5K-10K,4430,1,Platinum,34812
1412,Female,Urban,Bachelor,2K-5K,6216,More than 1,Platinum,123084
1413,Male,Rural,Bachelor,5K-10K,0,More than 1,Gold,178524
1414,Male,Urban,Bachelor,2K-5K,6527,More than 1,Silver,105636
1415,Female,Urban,High School,2K-5K,5820,More than 1,Platinum,205152
1416,Female,Urban,High School,<=2K,3527,1,Gold,32400
1417,Male,Urban,Bachelor,2K-5K,9731,1,Platinum,33732
1418,Female,Rural,High School,More than 10K,0,1,Gold,31872
1419,Female,Urban,Bachelor,5K-10K,4408,More than 1,Platinum,161724
1420,Female,Rural,High School,5K-10K,2611,More than 1,Platinum,66324
1421,Male,Rural,Bachelor,More than 10K,0,More than 1,Platinum,92508
1422,Female,Urban,High School,5K-10K,2408,More than 1,Platinum,95112
1423,Female,Urban,High School,More than 10K,7063,More than 1,Platinum,110004
1424,Female,Urban,High School,5K-10K,5169,More than 1,Silver,153504
1425,Male,Rural,Bachelor,5K-10K,2080,More than 1,Platinum,74160
1426,Male,Urban,Bachelor,More than 10K,3542,More than 1,Platinum,71604
1427,Female,Urban,Bachelor,2K-5K,3970,1,Platinum,32244
1428,Male,Urban,Bachelor,<=2K,7737,More than 1,Platinum,187272
1429,Female,Rural,High School,More than 10K,0,1,Platinum,28692
1430,Female,Urban,Bachelor,5K-10K,6424,More than 1,Platinum,345444
1431,Female,Urban,Bachelor,More than 10K,9259,More than 1,Platinum,107160
1432,Male,Urban,High School,5K-10K,2584,More than 1,Platinum,279348
1433,Male,Urban,Others,2K-5K,4092,1,Silver,33924
1434,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,149088
1435,Male,Urban,Bachelor,5K-10K,5938,1,Silver,32016
1436,Female,Rural,High School,5K-10K,0,1,Platinum,41580
1437,Female,Urban,Bachelor,<=2K,5217,More than 1,Platinum,149952
1438,Female,Urban,Bachelor,2K-5K,9574,More than 1,Gold,501840
1439,Female,Urban,Bachelor,2K-5K,4927,More than 1,Platinum,65256
1440,Female,Urban,High School,2K-5K,7396,More than 1,Platinum,120720
1441,Female,Rural,High School,More than 10K,3153,1,Platinum,66060
1442,Male,Urban,High School,2K-5K,10291,More than 1,Platinum,55248
1443,Female,Urban,Bachelor,2K-5K,3586,More than 1,Platinum,68400
1444,Male,Rural,Bachelor,5K-10K,2721,More than 1,Platinum,90516
1445,Male,Urban,Bachelor,<=2K,4096,More than 1,Silver,420840
1446,Female,Urban,Bachelor,5K-10K,4840,More than 1,Platinum,117696
1447,Male,Urban,Bachelor,5K-10K,2509,More than 1,Platinum,116484
1448,Male,Urban,Bachelor,5K-10K,0,1,Silver,58224
1449,Female,Urban,High School,More than 10K,0,More than 1,Gold,142260
1450,Female,Urban,High School,5K-10K,2152,More than 1,Gold,51432
1451,Female,Rural,Bachelor,5K-10K,4100,More than 1,Gold,111672
1452,Female,Rural,Bachelor,5K-10K,0,More than 1,Gold,73152
1453,Female,Rural,Bachelor,5K-10K,3708,1,Platinum,37608
1454,Male,Rural,High School,5K-10K,6783,More than 1,Platinum,507336
1455,Male,Rural,Bachelor,More than 10K,3247,More than 1,Platinum,48816
1456,Female,Urban,Bachelor,5K-10K,3304,More than 1,Silver,74760
1457,Male,Urban,High School,More than 10K,4247,More than 1,Platinum,139512
1458,Female,Urban,Bachelor,2K-5K,7726,More than 1,Gold,65784
1459,Female,Urban,High School,2K-5K,6567,1,Platinum,62376
1460,Male,Rural,Bachelor,5K-10K,0,1,Platinum,47100
1461,Female,Urban,High School,5K-10K,4458,More than 1,Platinum,107016
1462,Male,Rural,Bachelor,2K-5K,2106,More than 1,Silver,100044
1463,Male,Urban,Bachelor,5K-10K,9163,More than 1,Platinum,328188
1464,Male,Urban,High School,5K-10K,0,More than 1,Platinum,323100
1465,Female,Urban,High School,2K-5K,6137,More than 1,Gold,91932
1466,Female,Urban,High School,2K-5K,5541,More than 1,Platinum,62124
1467,Female,Urban,Bachelor,2K-5K,5996,More than 1,Platinum,131796
1468,Female,Rural,Bachelor,More than 10K,6478,More than 1,Platinum,67272
1469,Male,Rural,High School,5K-10K,3961,More than 1,Platinum,180036
1470,Female,Urban,High School,2K-5K,6311,More than 1,Platinum,29580
1471,Female,Urban,High School,2K-5K,6160,More than 1,Gold,60744
1472,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,58464
1473,Male,Urban,High School,5K-10K,4117,More than 1,Platinum,60900
1474,Male,Rural,Bachelor,5K-10K,0,More than 1,Silver,57912
1475,Female,Urban,High School,2K-5K,5057,More than 1,Platinum,69384
1476,Female,Urban,High School,2K-5K,5012,More than 1,Silver,63984
1477,Female,Urban,High School,More than 10K,0,1,Platinum,52728
1478,Male,Urban,Bachelor,5K-10K,8178,More than 1,Gold,158640
1479,Female,Urban,Bachelor,5K-10K,0,More than 1,Platinum,241416
1480,Male,Rural,Bachelor,5K-10K,0,1,Gold,50604
1481,Female,Urban,High School,More than 10K,2300,More than 1,Platinum,64464
1482,Male,Urban,High School,2K-5K,6760,1,Silver,248772
1483,Female,Urban,High School,2K-5K,9840,More than 1,Platinum,306552
1484,Male,Urban,High School,2K-5K,4347,More than 1,Platinum,242688
1485,Female,Rural,Bachelor,5K-10K,2568,1,Platinum,54900
1486,Male,Urban,High School,More than 10K,3650,1,Platinum,30780
1487,Male,Urban,High School,More than 10K,2722,More than 1,Platinum,59388
1488,Female,Urban,High School,5K-10K,5176,More than 1,Platinum,71388
1489,Male,Rural,High School,5K-10K,0,More than 1,Gold,98472
1490,Male,Urban,Bachelor,2K-5K,6160,1,Silver,35292
1491,Female,Urban,High School,2K-5K,8405,More than 1,Platinum,62052
1492,Female,Urban,High School,5K-10K,3848,More than 1,Silver,62904
1493,Male,Urban,High School,2K-5K,3091,More than 1,Platinum,105324
1494,Female,Urban,Bachelor,2K-5K,5362,More than 1,Platinum,196320
1495,Female,Urban,Bachelor,5K-10K,10289,More than 1,Platinum,176112
1496,Female,Rural,High School,More than 10K,0,1,Platinum,62508
1497,Female,Rural,Bachelor,5K-10K,4228,More than 1,Silver,65784
1498,Male,Rural,Bachelor,5K-10K,3408,1,Gold,34224
1499,Female,Urban,High School,5K-10K,6120,More than 1,Platinum,72336
1500,Male,Rural,High School,More than 10K,0,1,Gold,34800
1501,Male,Urban,High School,5K-10K,3686,1,Silver,35172
1502,Female,Urban,High School,5K-10K,0,1,Silver,32460
1503,Male,Rural,Bachelor,More than 10K,0,1,Gold,36696
1504,Male,Rural,Bachelor,More than 10K,4982,More than 1,Platinum,98460
1505,Male,Urban,Bachelor,2K-5K,4489,More than 1,Platinum,160944
1506,Female,Urban,High School,2K-5K,3194,More than 1,Silver,116052
1507,Female,Rural,High School,2K-5K,0,More than 1,Platinum,175704
1508,Male,Urban,Bachelor,2K-5K,3538,More than 1,Gold,537912
1509,Female,Urban,High School,2K-5K,0,More than 1,Gold,64680
1510,Male,Urban,High School,2K-5K,5183,More than 1,Platinum,67584
1511,Male,Urban,High School,5K-10K,5983,More than 1,Platinum,68688
1512,Male,Urban,Bachelor,2K-5K,4414,More than 1,Platinum,166224
1513,Female,Urban,High School,2K-5K,3329,1,Platinum,32928
1514,Female,Urban,High School,5K-10K,2205,More than 1,Platinum,72816
1515,Male,Urban,High School,2K-5K,5782,1,Platinum,31140
1516,Female,Urban,Bachelor,5K-10K,7467,More than 1,Platinum,64224
1517,Female,Urban,Bachelor,<=2K,6256,More than 1,Silver,194796
1518,Female,Urban,High School,2K-5K,4736,More than 1,Platinum,176700
1519,Male,Urban,High School,More than 10K,2980,More than 1,Gold,63000
1520,Male,Rural,Others,2K-5K,2450,1,Silver,34572
1521,Female,Rural,High School,More than 10K,0,1,Silver,36276
1522,Male,Urban,High School,2K-5K,11740,More than 1,Silver,53400
1523,Female,Urban,High School,5K-10K,0,1,Silver,29520
1524,Male,Rural,High School,5K-10K,5571,1,Platinum,63504
1525,Male,Urban,High School,More than 10K,8037,1,Silver,49524
1526,Male,Urban,Bachelor,5K-10K,2005,More than 1,Platinum,66444
1527,Female,Urban,Bachelor,2K-5K,5679,1,Platinum,105216
1528,Male,Rural,High School,5K-10K,3031,1,Platinum,33468
1529,Male,Rural,High School,5K-10K,4751,1,Platinum,48708
1530,Female,Rural,Bachelor,5K-10K,4013,More than 1,Silver,102072
1531,Male,Urban,Bachelor,5K-10K,3442,More than 1,Silver,72144
1532,Male,Rural,Bachelor,5K-10K,3480,More than 1,Platinum,152100
1533,Female,Urban,High School,5K-10K,5779,More than 1,Gold,101280
1534,Male,Urban,Bachelor,More than 10K,0,1,Gold,33252
1535,Female,Rural,Bachelor,5K-10K,0,More than 1,Gold,104712
1536,Male,Urban,High School,2K-5K,4896,1,Platinum,61068
1537,Female,Urban,Bachelor,5K-10K,3526,1,Gold,44124
1538,Male,Urban,High School,5K-10K,5903,More than 1,Platinum,104364
1539,Male,Urban,Bachelor,2K-5K,6779,More than 1,Platinum,335736
1540,Male,Urban,High School,2K-5K,10658,More than 1,Platinum,60960
1541,Female,Urban,High School,5K-10K,4347,More than 1,Platinum,62952
1542,Male,Rural,High School,5K-10K,0,More than 1,Platinum,62964
1543,Female,Rural,High School,5K-10K,0,1,Platinum,49392
1544,Female,Rural,Bachelor,5K-10K,0,1,Platinum,34224
1545,Male,Urban,Bachelor,More than 10K,3250,More than 1,Platinum,444504
1546,Male,Urban,High School,5K-10K,6272,1,Silver,61308
1547,Male,Urban,High School,5K-10K,3942,More than 1,Platinum,91980
1548,Male,Urban,High School,2K-5K,4528,1,Silver,34896
1549,Male,Rural,Bachelor,5K-10K,0,1,Platinum,35520
1550,Male,Rural,High School,More than 10K,2231,1,Platinum,43104
1551,Female,Urban,High School,5K-10K,4748,More than 1,Gold,69120
1552,Male,Urban,Bachelor,5K-10K,3935,More than 1,Silver,99084
1553,Female,Urban,Bachelor,2K-5K,2618,More than 1,Platinum,64956
1554,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,97536
1555,Female,Rural,Bachelor,5K-10K,19394,More than 1,Platinum,154932
1556,Female,Urban,High School,2K-5K,5941,More than 1,Platinum,94512
1557,Female,Rural,Bachelor,More than 10K,0,1,Platinum,34752
1558,Male,Urban,High School,<=2K,4460,More than 1,Platinum,62124
1559,Female,Rural,High School,More than 10K,0,More than 1,Gold,66396
1560,Female,Urban,Bachelor,2K-5K,5506,More than 1,Platinum,194280
1561,Male,Urban,Bachelor,5K-10K,2227,More than 1,Platinum,119868
1562,Female,Rural,High School,5K-10K,2984,More than 1,Gold,93648
1563,Male,Urban,High School,5K-10K,0,1,Silver,38940
1564,Female,Urban,High School,2K-5K,19057,More than 1,Platinum,64836
1565,Male,Rural,Bachelor,5K-10K,2468,More than 1,Platinum,100164
1566,Female,Urban,Bachelor,2K-5K,6452,1,Gold,36828
1567,Male,Urban,High School,<=2K,5896,1,Gold,50688
1568,Male,Urban,Others,5K-10K,0,1,Silver,38076
1569,Female,Rural,High School,More than 10K,0,More than 1,Platinum,63984
1570,Male,Urban,High School,More than 10K,2730,More than 1,Platinum,107748
1571,Male,Rural,High School,5K-10K,4864,More than 1,Silver,56736
1572,Male,Urban,Others,More than 10K,2361,More than 1,Platinum,507312
1573,Female,Urban,Bachelor,2K-5K,10433,More than 1,Silver,508284
1574,Female,Urban,High School,2K-5K,6256,1,Platinum,32988
1575,Female,Rural,Bachelor,More than 10K,2391,More than 1,Platinum,60180
1576,Male,Urban,Bachelor,5K-10K,6283,More than 1,Gold,189492
1577,Male,Urban,High School,More than 10K,4243,More than 1,Platinum,65172
1578,Male,Rural,High School,5K-10K,0,More than 1,Silver,59400
1579,Female,Urban,High School,5K-10K,2231,More than 1,Platinum,74904
1580,Male,Urban,High School,5K-10K,11134,More than 1,Platinum,102420
1581,Female,Urban,Bachelor,2K-5K,9475,More than 1,Platinum,53832
1582,Male,Urban,Bachelor,5K-10K,5672,More than 1,Platinum,66120
1583,Male,Urban,Bachelor,2K-5K,6595,More than 1,Platinum,254100
1584,Female,Rural,Bachelor,More than 10K,0,1,Gold,33540
1585,Male,Urban,Bachelor,2K-5K,6874,More than 1,Gold,159204
1586,Male,Rural,Bachelor,5K-10K,2539,1,Gold,31320
1587,Male,Urban,High School,<=2K,5471,More than 1,Platinum,134928
1588,Female,Rural,High School,5K-10K,4078,More than 1,Silver,97320
1589,Female,Urban,High School,5K-10K,5437,More than 1,Platinum,431652
1590,Female,Urban,Bachelor,5K-10K,5657,More than 1,Silver,205464
1591,Female,Rural,High School,5K-10K,0,1,Platinum,32100
1592,Male,Rural,High School,5K-10K,0,1,Gold,43740
1593,Female,Urban,Bachelor,2K-5K,4707,1,Platinum,61176
1594,Female,Urban,High School,2K-5K,9164,More than 1,Platinum,60852
1595,Female,Rural,Bachelor,5K-10K,4406,More than 1,Silver,125256
1596,Male,Urban,Bachelor,2K-5K,19587,1,Gold,31080
1597,Male,Urban,Bachelor,5K-10K,0,1,Silver,35940
1598,Male,Urban,Bachelor,2K-5K,9532,More than 1,Platinum,108936
1599,Male,Urban,Bachelor,2K-5K,5058,More than 1,Silver,70836
1600,Male,Urban,High School,2K-5K,8308,More than 1,Platinum,58320
1601,Female,Urban,High School,5K-10K,8573,1,Gold,31320
1602,Male,Urban,High School,5K-10K,5086,More than 1,Gold,69444
1603,Male,Rural,Bachelor,5K-10K,0,1,Silver,32076
1604,Male,Urban,High School,2K-5K,9829,More than 1,Platinum,111684
1605,Male,Urban,Bachelor,5K-10K,5992,1,Silver,37380
1606,Female,Urban,High School,2K-5K,4910,More than 1,Platinum,71280
1607,Female,Urban,High School,5K-10K,15477,More than 1,Silver,101208
1608,Male,Urban,Bachelor,5K-10K,9641,More than 1,Platinum,57996
